,Departamento de residencia | Grupos de causas de defunción (Lista Colombia 105 para la tabulación de mortalidad),,TOTAL,Total,,,Menor 1 hora,,,De 1 a 23 horas,,,De 1 a 6 días,,,De 7 a 27 dias,,,De 28 a 29 días,,,De 1 a 5 meses,,,De 6 a 11 meses,,,De 1 año,,,De 2 a 4 años,,,De 5 a 9 años,,,De 10 a 14 años,,,De 15 a 19 años,,,De 20 a 24 años,,,De 25 a 29 años,,,De 30 a 34 años,,,De 35 a 39 años,,,De 40 a 44 años,,,De 45 a 49 años,,,De 50 a 54 años,,,De 55 a 59 años,,,De 60 a 64 años,,,De 65 a 69 años,,,De 70 a 74 años,,,De 75 a 79 años,,,De 80 a 84 años,,,De 85 a 89 años,,,De 90 a 94 años,,,De 95 a 99 años,,,De 100 años y más,,,Edad desconocida,,,2025,defunciones,Cuadro12
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2025,defunciones,Cuadro12
63.0,,"081 Retardo del crecimiento fetal, desnutrición fetal, gestación corta y bajo peso al nacer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,082 Trastornos respiratorios específicos del período perinatal,4,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,083 Trastornos hemorrágicos y hematológicos del feto y del recién nacido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,084 Infecciones específicas del período perinatal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,085 Enterocolitis necrotizante del feto y del recién nacido,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,086 Todas las demás afecciones originadas en el período perinatal,4,1,3,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,087 Malformaciones congénitas del sistema circulatorio,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,"088 Las demás malformaciones congénitas, deformidades y anomalías congénitas",6,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,"089 Signos, síntomas y afecciones mal definidas",20,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,1,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,090 Accidentes de transporte de motor y secuelas,81,60,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,2,0,8,2,0,5,4,0,5,0,0,2,4,0,1,1,0,5,1,0,2,0,0,5,1,0,6,0,0,5,1,0,2,0,0,2,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,091 Otros accidentes de transporte terrestre,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,092 Los demás accidentes de transporte y los no especificados y secuelas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,093 Caídas,24,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,3,0,2,2,0,1,2,0,3,1,0,0,0,0,1,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,094 Accidentes por disparo de arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,095 Ahogamiento y sumersión accidentales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,096 Otros accidentes que obstruyen la respiración,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,"097 Exposición a la corriente eléctrica, radiación y temperatura y presión del aire ambientales extremas",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,"098 Exposición al humo, fuego y llamas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,"099 Envenenamiento accidental por, y exposición a sustancias nocivas",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,100 Lesiones autoinfligidas intencionalmente (suicidios) y secuelas,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,4,2,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,101 Agresiones (homicidios) y secuelas,112,103,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,13,2,0,17,2,0,16,0,0,12,1,0,12,1,0,7,0,0,4,0,0,6,1,0,2,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,102 Eventos de intención no determinada y secuelas,28,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,1,0,3,2,0,2,0,0,0,0,0,0,1,0,0,2,0,1,2,0,1,1,0,1,1,0,0,0,0,2025,defunciones,Cuadro12
63.0,,103 Intervención legal y operaciones de guerra y secuelas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,104 Contratiempos de la atención médico quirúrgica y secuelas,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
63.0,,105 Otros accidentes y secuelas,22,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,2,0,3,0,0,5,3,0,1,2,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,66 Risaralda,TOTAL,4312,2426,1886,0,2,3,0,5,3,0,6,5,0,7,4,0,0,0,0,8,10,0,5,0,0,4,5,0,2,4,0,5,2,0,6,6,0,39,13,0,59,20,0,94,24,0,80,23,0,68,26,0,62,33,0,51,40,0,81,55,0,108,94,0,178,120,0,227,137,0,282,194,0,302,220,0,270,257,0,251,273,0,150,212,0,60,89,0,14,14,0,0,0,0,2025,defunciones,Cuadro12
66.0,,001 Enfermedades infecciosas intestinales,41,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,2,0,2,2,0,2,4,0,0,2,0,4,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,002 Tuberculosis y secuelas,38,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0,4,0,0,3,1,0,1,0,0,0,0,0,5,2,0,3,2,0,0,1,0,0,1,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,003 Ciertas enfermedades transmitidas por vectores y rabia,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,004 Ciertas enfermedades inmunoprevenibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,"005 Septicemia, excepto neonatal",13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,006 Todas las demás enfermedades bacterianas,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,007 Sífilis y otras enfermedades venéreas,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,008 Hepatitis viral y secuelas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,009 Enfermedad por el VIH (SIDA),48,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,0,5,2,0,2,3,0,1,2,0,3,1,0,6,1,0,1,1,0,4,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,010 Todas las demás enfermedades infecciosas y parasitarias,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,"011 Tumores malignos del labio, de la cavidad bucal y de la faringe",23,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,2,0,1,1,0,1,4,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,012 Tumor maligno del esófago,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,013 Tumor maligno del estómago,99,57,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,4,0,4,6,0,7,5,0,12,5,0,7,6,0,11,5,0,6,4,0,2,3,0,1,2,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,"014 Tumor maligno del colon, de la unión rectosigmoidea, recto y ano",70,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,3,0,5,3,0,3,2,0,6,6,0,6,4,0,3,6,0,2,5,0,1,2,0,3,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,015 Tumor maligno del hígado,35,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,1,0,0,3,0,2,1,0,1,3,0,3,2,0,2,4,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,016 Tumor maligno de la vesícula biliar y de las vías biliares,19,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,3,0,0,1,0,2,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,017 Tumor maligno del páncreas,46,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,5,2,0,4,3,0,3,5,0,6,2,0,3,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,018 Todos los demás tumores malignos de los órganos digestivos y del peritoneo,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,019 Tumor maligno de la laringe,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,"020 Tumor maligno de la tráquea, los bronquios y el pulmón",89,56,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,6,1,0,4,4,0,8,6,0,12,7,0,7,1,0,10,3,0,5,4,0,3,3,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,"021 Todos los demás tumores malignos de los órganos respiratorios e intratorácicos, excepto tráquea, bronquios y pulmón",7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,022 Tumor maligno de los huesos y de los cartílagos articulares,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,023 Melanoma y otros tumores malignos de la piel,15,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,024 Tumor maligno de la mama de la mujer,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,9,0,0,8,0,0,7,0,0,8,0,0,5,0,0,7,0,0,13,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,025 Tumor maligno del cuello del útero,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,1,0,0,2,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,026 Tumor maligno de otras partes del útero,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,027 Tumor maligno del ovario,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,028 Tumor maligno de la próstata,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,4,0,0,13,0,0,10,0,0,3,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,029 Tumor maligno de la vejiga urinaria,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,1,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
66.0,,030 Todos los demás tumores malignos de los órganos urinarios,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,2,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
